CountryName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Liechtenstein,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477
Sri Lanka,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297
Lower middle income,9.02E+11,8.65E+11,9.12E+11,9.24E+11,1.01E+12,1.13E+12,1.24E+12,1.28E+12,1.16E+12,1.26E+12,1.33E+12,1.34E+12,1.44E+12,1.65E+12,1.88E+12,2.16E+12,2.56E+12,3.11E+12,3.48E+12,3.58E+12,4.54E+12,5.12E+12
Low & middle income,3.66E+12,3.91E+12,3.86E+12,4.12E+12,4.46E+12,4.99E+12,5.44E+12,5.76E+12,5.58E+12,5.45E+12,5.95E+12,6.01E+12,6.12E+12,6.92E+12,8.21E+12,9.78E+12,1.16E+13,1.44E+13,1.73E+13,1.69E+13,2.06E+13,2.44E+13
Lesotho,596415106.6,704329193.3,831033946.4,835592816.3,878250452.8,1001889846,946123280.5,997996034.9,928458201.1,912771283.6,887295262.2,825706966.8,775780697.3,1157832936,1511236652,1682350942,1800105593,1825385552,1875881172,1870006879,2392147273,2795705637
Lithuania,0,0,0,0,0,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43522572641
Luxembourg,13192045509,14281603780,16020561731,16440536847,18274256933,21527461686,21740939414,19694578259,20214613247,22201456424,21375329832,21052074273,23308626012,29206898420,34343858952,36977353563,41913572952,50323143991,55144936282,50386454571,52909380132,59572427023
Latvia,0,0,0,0,0,5788368511,5970044666,6525676264,7174985107,7533187605,7937758980,8350252966,9546441564,11748433157,14373269156,16922504045,21447021570,30901399261,35596016664,26169854045,23765078166,28420287437
"Macao SAR, China",2990177409,3464924728,4581209814,5280184999,5868533724,6560637943,6628525683,6674545910,6186449842,5916920007,6101794939,6811252879,7322690268,8194995761,10585562564,12092284455,14789661809,18340472131,20917457388,21475520709,28123640999,36709847597
Morocco,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041539006,92507257784,92897320376,93216746662,1.01E+11
Monaco,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389
Moldova,0,0,0,0,0,1752975841,1695130457,1930071407,1639497207,1170785048,1288429151,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498
Madagascar,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358
Maldives,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,884276168.3,910864148.4,1043403344,1202240023,1119806500,1474698125,1745998938,2109960938,2149257813,2323401758,2449576517
Middle East & North Africa,5.44E+11,5.45E+11,5.93E+11,5.96E+11,6.21E+11,7.07E+11,8.01E+11,8.32E+11,8.08E+11,8.66E+11,9.66E+11,9.70E+11,9.66E+11,1.09E+12,1.26E+12,1.52E+12,1.78E+12,2.11E+12,2.64E+12,2.35E+12,2.74E+12,3.29E+12
Mexico,2.63E+11,3.14E+11,3.64E+11,5.04E+11,5.27E+11,3.44E+11,3.97E+11,4.81E+11,5.02E+11,5.79E+11,6.84E+11,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.65E+11,1.04E+12,1.10E+12,8.95E+11,1.05E+12,1.17E+12
Marshall Islands,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131106400,137744500,143656600,150851598.3,152901112.7,152631201.4,164751292.6,172674883.4
"Macedonia, FYR",4471828622,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699
Mali,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561
Malta,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9556435919
Myanmar,0,0,0,0,0,0,0,0,0,0,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086
Montenegro,0,0,0,0,0,0,0,0,0,0,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668656247,4519930567,4141152200,4138972770,4538450845
Mongolia,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481853,10409797610
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000
Mozambique,2512079324,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012
Mauritania,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5166340391
Mauritius,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4291172816,4582555125,4536538211,4767303154,5609831328,6385695187,6283803256,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367
Malawi,1880784192,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,3495597587,3209167240,3476333639,3655892942,3998020177,4431477378,5321114432,6195345174,6957454879,7983556695
Malaysia,44024178343,49142784405,59167157498,66894448545,74477975918,88704944179,1.01E+11,1.00E+11,72167753771,79148947368,93789736842,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11
North America,6.58E+12,6.79E+12,7.13E+12,7.46E+12,7.89E+12,8.27E+12,8.73E+12,9.26E+12,9.72E+12,1.03E+13,1.10E+13,1.14E+13,1.17E+13,1.24E+13,1.33E+13,1.43E+13,1.52E+13,1.59E+13,1.63E+13,1.58E+13,1.66E+13,1.73E+13
Namibia,2804379662,3012742078,3448326858,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836
New Caledonia,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,0,0,0,0,0,0,0,0,0,0,0
Niger,2480673305,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890
Nigeria,30757075595,27392886873,29300903643,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46386011231,44137994252,59116847822,67655813930,87845420504,1.12E+11,1.45E+11,1.66E+11,2.08E+11,1.69E+11,3.67E+11,4.09E+11
Nicaragua,1009455476,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6786294637,7458103362,8491388729,8380731880,8741313140,9755619760
Netherlands,3.14E+11,3.23E+11,3.58E+11,3.49E+11,3.74E+11,4.47E+11,4.46E+11,4.12E+11,4.32E+11,4.42E+11,4.13E+11,4.27E+11,4.65E+11,5.72E+11,6.51E+11,6.79E+11,7.27E+11,8.39E+11,9.36E+11,8.58E+11,8.36E+11,8.94E+11
Norway,1.20E+11,1.22E+11,1.31E+11,1.21E+11,1.27E+11,1.52E+11,1.64E+11,1.61E+11,1.54E+11,1.62E+11,1.71E+11,1.74E+11,1.95E+11,2.29E+11,2.64E+11,3.09E+11,3.45E+11,4.01E+11,4.62E+11,3.86E+11,4.29E+11,4.98E+11
Nepal,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18850169892
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20432742.11,39333572.32,44290986.58,49248823.59,72751770.35
New Zealand,45495727007,42745329732,41649298171,46775067751,55315342817,63918703507,70140835299,66074513018,56226643508,58761222689,52623281957,53872425917,66628222189,88250885550,1.04E+11,1.15E+11,1.12E+11,1.37E+11,1.33E+11,1.21E+11,1.47E+11,1.68E+11
Oman,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274
Pakistan,40010424929,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.10E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11
Panama,6433967049,7074675467,8042337717,8782585413,9365289799,9573813688,9870494017,10677286062,11575486374,12130252154,12304114980,12502013402,12994310397,13693981228,15013381686,16374393924,18141666302,20958000000,24522200000,26593500000,28917200000,34373820485
Peru,26410386669,34672122340,36139225253,35158109979,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02E+11,1.21E+11,1.21E+11,1.47E+11,1.72E+11
Philippines,44311593756,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207025219,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,1.03E+11,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11
Palau,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,149300000,160000000,163500000,159900000,175300000,193300000,194700000,196000000,198100000,186400000,183800000,199900000
Papua New Guinea,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346
Poland,65977749038,85500935935,94337050693,96045645026,1.11E+11,1.42E+11,1.60E+11,1.59E+11,1.74E+11,1.70E+11,1.72E+11,1.91E+11,1.99E+11,2.18E+11,2.55E+11,3.06E+11,3.45E+11,4.29E+11,5.34E+11,4.40E+11,4.79E+11,5.29E+11
Puerto Rico,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00E+11
Portugal,78721607509,89242382961,1.08E+11,95019103603,99698453261,1.18E+11,1.23E+11,1.17E+11,1.24E+11,1.27E+11,1.18E+11,1.22E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11
Paraguay,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25099681461
West Bank and Gaza,0,0,0,0,2843299990,3282799987,3409599994,3759800012,4067800005,4271199990,4313600005,4003700002,3555799992,3968000000,4329200000,4831800009,4910100004,5505800005,6673500000,7268200000,8913100000,10459845726
Pacific island small states,2396494024,2548848791,2794550231,2946231369,3395368754,3668220523,3939054194,3935259729,3383527829,3685094359,3448625308,3375636699,3547082214,4158692971,4803257912,5275879993,5540150762,6099126384,6529247601,5799713084,6416139844,7610358892
French Polynesia,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,0,0,0,0,0,0,0,0,0,0,0
Qatar,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.68E+11
Romania,38995454545,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.24E+11,1.72E+11,2.08E+11,1.67E+11,1.68E+11,1.85E+11
Russian Federation,5.17E+11,5.18E+11,4.60E+11,4.35E+11,3.95E+11,3.96E+11,3.92E+11,4.05E+11,2.71E+11,1.96E+11,2.60E+11,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,2.03E+12
Rwanda,2550185618,1911600970,2029026704,1971525999,753636370.5,1293535011,1382334879,1851558302,1989343495,1817655328,1734938264,1674685094,1677447150,1845979299,2089188829,2581465864,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230
Saudi Arabia,1.17E+11,1.31E+11,1.36E+11,1.32E+11,1.34E+11,1.42E+11,1.58E+11,1.65E+11,1.46E+11,1.61E+11,1.88E+11,1.83E+11,1.89E+11,2.15E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.27E+11,6.70E+11
Sudan,12408647541,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320
Senegal,5716644272,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13375825205,12771709950,12914130614,14352023940
Singapore,36152027893,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14E+11,1.27E+11,1.48E+11,1.80E+11,1.92E+11,1.92E+11,2.36E+11,2.75E+11
Solomon Islands,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,671585343.2,886498370.7
Sierra Leone,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2942546781
El Salvador,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000
San Marino,0,0,0,0,0,0,0,0,0,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,
Serbia,0,0,0,0,0,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15550136279,12231362023,15727363443,17826697892
Sub-Saharan Africa,3.07E+11,3.16E+11,3.11E+11,2.99E+11,2.92E+11,3.38E+11,3.49E+11,3.61E+11,3.41E+11,3.43E+11,3.68E+11,3.43E+11,3.67E+11,4.69E+11,5.83E+11,6.86E+11,8.01E+11,9.32E+11,1.06E+12,1.02E+12,1.36E+12,1.53E+12
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,72230284.43,80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,188021168.8,187821029,197454053.1,233213522.6
Suriname,388300000,448300000,404600000,428794117.6,605492537.3,693970588.2,860630922.7,929607500,945000000,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793754805,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622
Slovak Republic,12694544693,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,1.00E+11,88945625174,89506341722,98175152905
Slovenia,0,0,0,0,0,21273055398,21480023017,20749140606,22125435372,22689994990,20342201356,20875387068,23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48016465430,51287601751
Sweden,2.58E+11,2.70E+11,2.80E+11,2.10E+11,2.26E+11,2.64E+11,2.88E+11,2.64E+11,2.67E+11,2.71E+11,2.60E+11,2.40E+11,2.64E+11,3.31E+11,3.82E+11,3.89E+11,4.20E+11,4.88E+11,5.14E+11,4.30E+11,4.88E+11,5.63E+11
Swaziland,1114703088,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1705063302,1524393932,1406552373,2170557577,2761964270,3106903700,3180028915,3362443069,3240596584,3575304672,4526397203,4959993197
Seychelles,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670
Syria,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,
Chad,1738605558,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711443,10351932604,9253484108,10657705536,12156380425
Togo,1628427515,1602299863,1692959110,1233496846,982624324.5,1309382885,1465448290,1498950899,1587345951,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160
Thailand,85343063966,98234695722,1.11E+11,1.29E+11,1.47E+11,1.69E+11,1.83E+11,1.50E+11,1.14E+11,1.27E+11,1.26E+11,1.20E+11,1.34E+11,1.52E+11,1.73E+11,1.89E+11,2.22E+11,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11
Tajikistan,2629395066,2534720480,1909246641,1646693642,1346074611,1231523035,1043893063,921843144.2,1320126706,1086567378,860550305.8,1080774007,1221113780,1554125531,2076148696,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203
Turkmenistan,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333
Latin America & the Caribbean (IDA & IBRD countries),1.10E+12,1.37E+12,1.29E+12,1.49E+12,1.71E+12,1.83E+12,1.97E+12,2.16E+12,2.17E+12,1.94E+12,2.15E+12,2.09E+12,1.85E+12,1.91E+12,2.21E+12,2.70E+12,3.17E+12,3.76E+12,4.39E+12,4.12E+12,5.14E+12,5.86E+12
Timor-Leste,0,0,0,0,0,0,0,0,0,0,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,827000000,943000000,1148000000
Tonga,113563821.6,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,196686674.7,202363492.2,181244788.5,182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349459648.6,318151987.3,369435481.4,423015938
South Asia (IDA & IBRD),4.12E+11,3.66E+11,3.89E+11,3.85E+11,4.37E+11,4.85E+11,5.31E+11,5.57E+11,5.65E+11,6.05E+11,6.29E+11,6.46E+11,6.79E+11,7.93E+11,9.20E+11,1.05E+12,1.20E+12,1.49E+12,1.52E+12,1.67E+12,2.04E+12,2.27E+12
Trinidad and Tobago,5068000000,5203223529,5318258824,4581357104,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369070085,21642304046,27870257894,19175196446,22157948396,25433011405
Tunisia,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509
Turkey,1.51E+11,1.50E+11,1.58E+11,1.80E+11,1.31E+11,1.69E+11,1.81E+11,1.90E+11,2.69E+11,2.50E+11,2.67E+11,1.96E+11,2.33E+11,3.03E+11,3.92E+11,4.83E+11,5.31E+11,6.47E+11,7.30E+11,6.15E+11,7.31E+11,7.75E+11
Tuvalu,8824447.74,9365165.914,9742949.471,9630762.954,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,39312016.5
Tanzania,4258743263,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,9345174219,9697847264,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649
Uganda,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18160711201,20186498789,20471099197
Ukraine,81456918679,77464561150,73942235330,65648559903,52549555149,48213868178,44558077827,50150399792,41883241472,31580639045,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,1.08E+11,1.43E+11,1.80E+11,1.17E+11,1.36E+11,1.63E+11
Upper middle income,2.67E+12,2.95E+12,2.86E+12,3.11E+12,3.39E+12,3.78E+12,4.11E+12,4.38E+12,4.32E+12,4.09E+12,4.51E+12,4.56E+12,4.58E+12,5.15E+12,6.19E+12,7.46E+12,8.88E+12,1.11E+13,1.35E+13,1.30E+13,1.58E+13,1.89E+13
Uruguay,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746850,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284682480,47962439304
United States,5.98E+12,6.17E+12,6.54E+12,6.88E+12,7.31E+12,7.66E+12,8.10E+12,8.61E+12,9.09E+12,9.66E+12,1.03E+13,1.06E+13,1.10E+13,1.15E+13,1.23E+13,1.31E+13,1.39E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13
Uzbekistan,13360607991,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189
St. Vincent and the Grenadines,240365259.3,254829629.6,277954111.1,286307814.8,289438481.5,316008481.5,331489703.7,347770000,373619851.9,390719148.1,396270000,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610778296.3,678322629.6,695428851.9,674922481.5,681225963,676129407.4
"Venezuela, RB",47028010661,51749026408,58450099415,58124193833,56531046465,74906532240,68263823149,85843534589,91331203433,97976886247,1.17E+11,1.23E+11,92893587734,83620628582,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.29E+11,3.94E+11,3.16E+11
Virgin Islands (U.S.),1564700032,1671200000,1770899968,1996000000,0,0,0,0,0,0,0,0,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000
Vietnam,6471740491,9613369548,9866990092,13180953966,16286434068,20736163924,24657470353,26843701147,27209601996,28683657995,33640085739,35291349197,37947904054,42717072869,49424107710,57633255618,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11
Vanuatu,158397403,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7
World,2.25E+13,2.39E+13,2.53E+13,2.58E+13,2.77E+13,3.08E+13,3.15E+13,3.14E+13,3.13E+13,3.25E+13,3.35E+13,3.33E+13,3.46E+13,3.89E+13,4.38E+13,4.74E+13,5.13E+13,5.78E+13,6.33E+13,6.00E+13,6.59E+13,7.32E+13
Samoa,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249908970.7,285475591.9,269481523.2,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,584706020.2,656789149.6,762098381.9
Kosovo,0,0,0,0,0,0,0,0,0,0,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546
"Yemen, Rep.",5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906749533,32726417878
South Africa,1.12E+11,1.20E+11,1.31E+11,1.34E+11,1.40E+11,1.55E+11,1.48E+11,1.53E+11,1.38E+11,1.37E+11,1.36E+11,1.22E+11,1.15E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.16E+11
Zambia,3285217391,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340
Zimbabwe,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161300,10956226600
